Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry
MBFIP,MB Financial Inc.,26.9299,$107.72M,n/a,Finance,Major Banks
MCFT,"MCBC Holdings, Inc.",12.74,$237.36M,2015,Capital Goods,Marine Transportation
MGRC,McGrath RentCorp,35.75,$854.91M,1984,Technology,Diversified Commercial Services
MDCA,MDC Partners Inc.,6.4,$319.58M,n/a,Technology,Advertising
MFIN,Medallion Financial Corp.,3.08,$74.48M,n/a,Finance,Finance: Consumer Services
MFINL,Medallion Financial Corp.,18.4921,n/a,n/a,Finance,Finance: Consumer Services
MDGN,"Medgenics, Inc.",5.91,$219.25M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MTBC,"Medical Transcription Billing, Corp.",0.945,$9.73M,2014,Technology,Computer Software: Prepackaged Software
MTBCP,"Medical Transcription Billing, Corp.",26.94,$7.94M,n/a,Technology,Computer Software: Prepackaged Software
MNOV,"MediciNova, Inc.",7.66,$264.17M,n/a,Health Care,Major Pharmaceuticals
MDSO,"Medidata Solutions, Inc.",55.54,$3.2B,2009,Technology,Computer Software: Prepackaged Software
MDGS,Medigus Ltd.,1.1,$7.05M,n/a,Health Care,Medical/Dental Instruments
MDWD,MediWound Ltd.,5.725,$125.21M,2014,Consumer Durables,Specialty Chemicals
MDVX,Medovex Corp.,1.46,$16.58M,2015,Health Care,Medical/Dental Instruments
MDVXW,Medovex Corp.,0.1155,n/a,2015,Health Care,Medical/Dental Instruments
MEDP,"Medpace Holdings, Inc.",35.86,$1.46B,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MEET,"MeetMe, Inc.",4.95,$291.38M,n/a,Consumer Services,Advertising
MEIP,"MEI Pharma, Inc.",1.59,$58.47M,n/a,Health Care,Major Pharmaceuticals
MPEL,Melco Crown Entertainment Limited,18.29,$9B,2006,Consumer Services,Hotels/Resorts
MLNX,"Mellanox Technologies, Ltd.",45.75,$2.23B,2007,Technology,Semiconductors
MELR,"Melrose Bancorp, Inc.",16,$41.63M,2014,Finance,Major Banks
MEMP,Memorial Production Partners LP,0.3921,$32.87M,2011,Energy,Oil & Gas Production
MENT,Mentor Graphics Corporation,36.46,$3.99B,1984,Technology,EDP Services
MTSL,MER Telemanagement Solutions Ltd.,1.09,$9.47M,1997,Public Utilities,Telecommunications Equipment
MELI,"MercadoLibre, Inc.",157.27,$6.94B,2007,Miscellaneous,Business Services
MBWM,Mercantile Bank Corporation,32.92,$536.67M,1998,Finance,Major Banks
MERC,Mercer International Inc.,9.05,$585.48M,n/a,Basic Industries,Paper
MBVT,"Merchants Bancshares, Inc.",48.05,$330.86M,n/a,Finance,Major Banks
MRCY,Mercury Systems Inc,30.64,$1.26B,1998,Capital Goods,Electrical Products
EBSB,"Meridian Bancorp, Inc.",17.55,$942.68M,n/a,Finance,Major Banks
VIVO,Meridian Bioscience Inc.,17.25,$726M,1986,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MMSI,"Merit Medical Systems, Inc.",23,$1.03B,n/a,Health Care,Medical/Dental Instruments
MACK,"Merrimack Pharmaceuticals, Inc.",6.47,$838.62M,2012,Health Care,Major Pharmaceuticals
MSLI,Merus Labs International Inc.,0.918,$107.41M,n/a,Health Care,Major Pharmaceuticals
MRUS,Merus N.V.,16,$246.51M,2016,Health Care,Major Pharmaceuticals
MLAB,"Mesa Laboratories, Inc.",132.1,$486.06M,n/a,Capital Goods,Industrial Machinery/Components
MESO,Mesoblast Limited,4.76,$360M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CASH,"Meta Financial Group, Inc.",88.55,$754.81M,1993,Finance,Savings Institutions
MBLX,"Metabolix, Inc.",0.39,$10.97M,2006,Basic Industries,Containers/Packaging
MEOH,Methanex Corporation,37.75,$3.39B,n/a,Basic Industries,Major Chemicals
MFRI,"MFRI, Inc.",8.55,$64.46M,1989,Capital Goods,Pollution Control Equipment
MGCD,MGC Diagnostics Corporation,7.5075,$32.9M,n/a,Health Care,Medical/Dental Instruments
MGEE,MGE Energy Inc.,62.7,$2.17B,n/a,Energy,Electric Utilities: Central
MGPI,"MGP Ingredients, Inc.",46.65,$777.14M,n/a,Consumer Non-Durables,Beverages (Production/Distribution)
MCHP,Microchip Technology Incorporated,65.45,$14.14B,1993,Technology,Semiconductors
MU,"Micron Technology, Inc.",19.18,$19.98B,n/a,Technology,Semiconductors
MICT,"Micronet Enertec Technologies, Inc.",1.3799,$8.51M,n/a,Capital Goods,Electrical Products
MICTW,"Micronet Enertec Technologies, Inc.",0.1412,n/a,n/a,Capital Goods,Electrical Products
MSCC,Microsemi Corporation,54.46,$6.16B,n/a,Technology,Semiconductors
MSFT,Microsoft Corporation,60.64,$471.5B,1986,Technology,Computer Software: Prepackaged Software
MSTR,MicroStrategy Incorporated,197.47,$2.26B,1998,Technology,Computer Software: Prepackaged Software
MVIS,"Microvision, Inc.",1.33,$71.75M,1996,Capital Goods,Industrial Machinery/Components
MPB,Mid Penn Bancorp,20.05,$84.85M,n/a,Finance,Major Banks
MTP,Midatech Pharma PLC,2.96,$49.64M,n/a,Health Care,Major Pharmaceuticals
MCEP,"Mid-Con Energy Partners, LP",2.23,$66.7M,2011,Energy,Oil & Gas Production
MBRG,Middleburg Financial Corporation,33.78,$243.47M,n/a,Finance,Major Banks
MBCN,Middlefield Banc Corp.,35.6,$80.13M,n/a,Finance,Major Banks
MSEX,Middlesex Water Company,39.55,$644.24M,n/a,Public Utilities,Water Supply
MSBI,"Midland States Bancorp, Inc.",28.19,$434.57M,2016,Finance,Major Banks
MOFG,"MidWestOne Financial Group, Inc.",33.76,$386.07M,n/a,Finance,Major Banks
MIME,Mimecast Limited,22.79,$1.25B,2015,Technology,Computer Software: Prepackaged Software
MDXG,"MiMedx Group, Inc",9.73,$1.07B,n/a,Health Care,Medical/Dental Instruments
MNDO,MIND C.T.I. Ltd.,2.3375,$44.96M,n/a,Technology,EDP Services
MB,"MINDBODY, Inc.",22.25,$901.23M,2015,Technology,EDP Services
NERV,"Minerva Neurosciences, Inc",13.9,$483.82M,2014,Health Care,Major Pharmaceuticals
MRTX,"Mirati Therapeutics, Inc.",6,$119.54M,n/a,Health Care,Major Pharmaceuticals
MIRN,"Mirna Therapeutics, Inc.",1.17,$24.38M,2015,Health Care,Major Pharmaceuticals
MSON,"MISONIX, Inc.",8.3,$64.65M,1992,Capital Goods,Medical Specialities
MIND,"Mitcham Industries, Inc.",3.5399,$42.8M,1994,Technology,Diversified Commercial Services
MINDP,"Mitcham Industries, Inc.",22.78,n/a,n/a,Technology,Diversified Commercial Services
MITK,"Mitek Systems, Inc.",5.45,$178.66M,n/a,Technology,Computer peripheral equipment
MITL,Mitel Networks Corporation,6.95,$847.02M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
MKSI,"MKS Instruments, Inc.",56.4,$3.02B,1999,Capital Goods,Industrial Machinery/Components
MMAC,"MMA Capital Management, LLC",17.7,$105.52M,n/a,Finance,Real Estate
MINI,"Mobile Mini, Inc.",30.5,$1.36B,1994,Capital Goods,Metal Fabrications
MOBL,"MobileIron, Inc.",4.3,$378.02M,2014,Technology,Computer Software: Prepackaged Software
MOCO,"MOCON, Inc.",17.1,$99.36M,n/a,Capital Goods,Industrial Machinery/Components
MDSY,ModSys International Ltd.,1.1,$20.57M,n/a,Technology,EDP Services
MLNK,"ModusLink Global Solutions, Inc",1.48,$81.77M,n/a,Miscellaneous,Business Services
MBRX,"Moleculin Biotech, Inc.",3.03,$34.1M,2016,Health Care,Major Pharmaceuticals
MNTA,"Momenta Pharmaceuticals, Inc.",13.7,$972.99M,2004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MOMO,Momo Inc.,21.35,$4.15B,2014,Technology,Computer Software: Prepackaged Software
MCRI,"Monarch Casino & Resort, Inc.",24.91,$432.65M,1993,Consumer Services,Hotels/Resorts
MDLZ,"Mondelez International, Inc.",42.99,$66.39B,n/a,Consumer Non-Durables,Packaged Foods
MGI,"Moneygram International, Inc.",10.66,$565.77M,n/a,Miscellaneous,Business Services
MPWR,"Monolithic Power Systems, Inc.",81.64,$3.32B,2004,Technology,Semiconductors
TYPE,Monotype Imaging Holdings Inc.,19.45,$809.64M,2007,Technology,EDP Services
MNRO,"Monro Muffler Brake, Inc.",57.95,$1.87B,1991,Consumer Services,Automotive Aftermarket
MRCC,Monroe Capital Corporation,14.84,$246.01M,2012,n/a,n/a
MNST,Monster Beverage Corporation,41.97,$23.96B,n/a,Consumer Non-Durables,Beverages (Production/Distribution)
MSDI,"Monster Digital, Inc.",1.6,$11.74M,2016,Technology,Electronic Components
MSDIW,"Monster Digital, Inc.",0.2,n/a,2016,Technology,Electronic Components
MHGC,Morgans Hotel Group Co.,2.1,$73.46M,2006,Consumer Services,Hotels/Resorts
MORN,"Morningstar, Inc.",73.63,$3.17B,2005,Finance,Investment Managers
MOSY,"MoSys, Inc.",0.48,$31.83M,2001,Technology,Semiconductors
MTFB,Motif Bio plc,n/a,n/a,n/a,n/a,n/a
MTFBW,Motif Bio plc,n/a,n/a,n/a,n/a,n/a
MPAA,"Motorcar Parts of America, Inc.",26.21,$489.21M,n/a,Capital Goods,Auto Parts:O.E.M.
MDM,Mountain Province Diamonds Inc.,5.15,$822.94M,n/a,Basic Industries,Precious Metals
MOXC,"Moxian, Inc.",3.88,$248.34M,n/a,n/a,n/a
MRIC,MRI Interventions Inc,3.3,n/a,n/a,n/a,n/a
MRVC,"MRV Communications, Inc.",7.75,$52.77M,1992,Technology,Semiconductors
MSBF,MSB Financial Corp.,13.75,$78.53M,n/a,Finance,Savings Institutions
MSG,MSG Networks Inc.,175.75,$4.21B,2015,Consumer Services,Services-Misc. Amusement & Recreation
MTGE,MTGE Investment Corp.,16.4,$751.08M,2011,Consumer Services,Real Estate Investment Trusts
MTGEP,MTGE Investment Corp.,24.85,$49.7M,n/a,Consumer Services,Real Estate Investment Trusts
MTSC,MTS Systems Corporation,52.8,$880.44M,n/a,Capital Goods,Industrial Machinery/Components
LABL,Multi-Color Corporation,73.8,$1.25B,1987,Miscellaneous,Publishing
MFSF,MutualFirst Financial Inc.,28.4,$208.01M,n/a,Finance,Major Banks
MYSZ,"My Size, Inc.",5.25,$91.38M,n/a,Technology,Computer Software: Prepackaged Software
MYL,Mylan N.V.,37.56,$20.1B,n/a,Health Care,Major Pharmaceuticals
MYOK,"MyoKardia, Inc.",18.75,$589.29M,2015,Health Care,Major Pharmaceuticals
MYOS,MYOS RENS Technology Inc.,1.75,$8.9M,n/a,Health Care,Major Pharmaceuticals
MYRG,"MYR Group, Inc.",37.06,$595.36M,n/a,Basic Industries,Water Supply
MYGN,"Myriad Genetics, Inc.",17.16,$1.17B,1995,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NBRV,Nabriva Therapeutics AG,4,$85.09M,2015,Health Care,Major Pharmaceuticals
NAKD,Naked Brand Group Inc.,1.15,$6.98M,n/a,Consumer Non-Durables,Apparel
NNDM,Nano Dimension Ltd.,6.37,$47.91M,n/a,Technology,Electrical Products
NANO,Nanometrics Incorporated,23.92,$596M,1984,Capital Goods,Industrial Machinery/Components
NSTG,"NanoString Technologies, Inc.",22.98,$482.67M,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NH,"NantHealth, Inc.",11.98,$1.45B,2016,Technology,EDP Services
NK,"NantKwest, Inc.",7.5,$617.82M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NSSC,"NAPCO Security Technologies, Inc.",7.85,$147.57M,n/a,Consumer Durables,Telecommunications Equipment
NDAQ,"Nasdaq, Inc.",64.86,$10.72B,n/a,Finance,Investment Bankers/Brokers/Service
NTRA,"Natera, Inc.",11.91,$623.88M,2015,Health Care,Medical Specialities
NATH,"Nathan&#39;s Famous, Inc.",56.85,$237.43M,1993,Consumer Services,Restaurants
NAUH,"National American University Holdings, Inc.",1.78,$43.01M,n/a,Consumer Services,Other Consumer Services
NKSH,"National Bankshares, Inc.",37.1,$258.14M,n/a,Finance,Major Banks
FIZZ,National Beverage Corp.,49.53,$2.31B,n/a,Consumer Non-Durables,Beverages (Production/Distribution)
NCMI,"National CineMedia, Inc.",15.08,$941.01M,2007,Consumer Services,Advertising
NCOM,National Commerce Corporation,33.2,$362.85M,2015,Finance,Major Banks
NGHC,National General Holdings Corp,23.46,$2.5B,n/a,Finance,Property-Casualty Insurers
NGHCN,National General Holdings Corp,25.2,n/a,n/a,Finance,Property-Casualty Insurers
NGHCO,National General Holdings Corp,25.1001,n/a,n/a,Finance,Property-Casualty Insurers
NGHCP,National General Holdings Corp,25.464,$56.02M,n/a,Finance,Property-Casualty Insurers
NGHCZ,National General Holdings Corp,25.44,n/a,n/a,Finance,Property-Casualty Insurers
NHLD,National Holdings Corporation,3.25,$40.43M,n/a,Finance,Investment Bankers/Brokers/Service
NATI,National Instruments Corporation,30.01,$3.87B,1995,Technology,Computer Software: Prepackaged Software
NRCIA,National Research Corporation,16,$391.06M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NRCIB,National Research Corporation,39,$953.22M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NSEC,"National Security Group, Inc.",17.45,$43.93M,n/a,Finance,Life Insurance
NWLI,"National Western Life Group, Inc.",245.98,$894.42M,n/a,Finance,Life Insurance
NAII,"Natural Alternatives International, Inc.",12.55,$86.25M,n/a,Consumer Durables,Specialty Chemicals
NHTC,Natural Health Trends Corp.,25.69,$289.97M,n/a,Consumer Durables,Consumer Specialties
NATR,"Nature&#39;s Sunshine Products, Inc.",14.55,$272.88M,n/a,Health Care,Major Pharmaceuticals
BABY,Natus Medical Incorporated,43.65,$1.44B,2001,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NAVI,Navient Corporation,17.69,$5.36B,n/a,Finance,Investment Bankers/Brokers/Service
NBCP,NB Capital Acquisition Corp.,n/a,n/a,n/a,n/a,n/a
NBTB,NBT Bancorp Inc.,38.67,$1.67B,n/a,Finance,Major Banks
NCIT,"NCI, Inc.",13,$175.95M,2005,Technology,EDP Services
NKTR,Nektar Therapeutics,13.97,$2.14B,n/a,Health Care,Major Pharmaceuticals
NEOG,Neogen Corporation,60.775,$2.29B,1989,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEO,"NeoGenomics, Inc.",8.89,$697.98M,n/a,Health Care,Precision Instruments
NEON,Neonode Inc.,1.69,$82.55M,n/a,Capital Goods,Industrial Machinery/Components
NEOS,"Neos Therapeutics, Inc.",8.75,$140.53M,2015,Health Care,Major Pharmaceuticals
NEOT,"Neothetics, Inc.",1.32,$18.25M,1996,Health Care,Major Pharmaceuticals
NVCN,Neovasc Inc.,0.4841,$32.37M,n/a,Health Care,Medical/Dental Instruments
NEPT,Neptune Technologies & Bioresources Inc,1.01,$78.73M,n/a,Health Care,Major Pharmaceuticals
UEPS,"Net 1 UEPS Technologies, Inc.",10.76,$565.13M,2005,Finance,Investment Bankers/Brokers/Service
NETE,"Net Element, Inc.",0.9071,$13.87M,n/a,Technology,EDP Services
NTAP,"NetApp, Inc.",36.9,$10.28B,1995,Technology,Electronic Components
NTES,"NetEase, Inc.",236.83,$31.14B,n/a,Miscellaneous,Business Services
NFLX,"Netflix, Inc.",115.03,$49.36B,2002,Consumer Services,Consumer Electronics/Video Chains
NTGR,"NETGEAR, Inc.",51.35,$1.7B,2003,Public Utilities,Telecommunications Equipment
NLST,"Netlist, Inc.",1.19,$60.81M,2006,Technology,Semiconductors
NTCT,"NetScout Systems, Inc.",32.45,$2.97B,1999,Technology,EDP Services
NTWK,NetSol Technologies Inc.,5.75,$62.74M,n/a,Technology,Computer Software: Prepackaged Software
CUR,"Neuralstem, Inc.",0.2858,$32.83M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBIX,"Neurocrine Biosciences, Inc.",52.27,$4.54B,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NDRM,NeuroDerm Ltd.,19.8,$427.87M,2014,Health Care,Major Pharmaceuticals
NURO,"NeuroMetrix, Inc.",1.25,$6.65M,2004,Health Care,Medical/Dental Instruments
NUROW,"NeuroMetrix, Inc.",0.099,n/a,n/a,Health Care,Medical/Dental Instruments
NYMT,"New York Mortgage Trust, Inc.",6.48,$710.01M,n/a,Consumer Services,Real Estate Investment Trusts
NYMTO,"New York Mortgage Trust, Inc.",22.05,n/a,n/a,Consumer Services,Real Estate Investment Trusts
NYMTP,"New York Mortgage Trust, Inc.",22.75,n/a,n/a,Finance,Finance: Consumer Services
NLNK,NewLink Genetics Corporation,13.645,$397.54M,2011,Health Care,Major Pharmaceuticals
NWS,News Corporation,12.35,$7.18B,n/a,Consumer Services,Newspapers/Magazines
NWSA,News Corporation,12,$6.98B,n/a,Consumer Services,Newspapers/Magazines
NEWS,"NewStar Financial, Inc.",8.92,$394.33M,2006,Finance,Finance: Consumer Services
NEWT,Newtek Business Services Corp.,14.97,$218.64M,n/a,n/a,n/a
NEWTL,Newtek Business Services Corp.,25.439,n/a,n/a,n/a,n/a
NEWTZ,Newtek Business Services Corp.,25.99,n/a,n/a,n/a,n/a
NXEO,"Nexeo Solutions, Inc.",7.75,$691.97M,n/a,Basic Industries,Major Chemicals
NXEOU,"Nexeo Solutions, Inc.",8.41,n/a,2014,Basic Industries,Major Chemicals
NXEOW,"Nexeo Solutions, Inc.",0.6,n/a,n/a,Basic Industries,Major Chemicals
NXST,"Nexstar Broadcasting Group, Inc.",58.95,$1.81B,2003,Consumer Services,Broadcasting
NVET,Nexvet Biopharma plc,4.03,$47.26M,2015,Health Care,Major Pharmaceuticals
NFEC,NF Energy Saving Corporation,1.08,$7.19M,n/a,Capital Goods,Metal Fabrications
EGOV,NIC Inc.,24.7,$1.63B,1999,Miscellaneous,Business Services
NICE,NICE Ltd,66.65,$4B,n/a,Technology,Computer Manufacturing
NICK,"Nicholas Financial, Inc.",9.9,$77.01M,n/a,Finance,Finance Companies
NCBS,Nicolet Bankshares Inc.,43.19,$369.15M,n/a,Finance,Major Banks
NIHD,"NII Holdings, Inc.",1.85,$186.45M,n/a,Public Utilities,Telecommunications Equipment
NVLS,"Nivalis Therapeutics, Inc.",6.51,$101.19M,2015,Health Care,Major Pharmaceuticals
NMIH,NMI Holdings Inc,8.9,$526.33M,2013,Finance,Property-Casualty Insurers
NNBR,"NN, Inc.",16.7,$454.9M,1994,Capital Goods,Metal Fabrications
NDLS,Noodles & Company,4.2,$117.03M,2013,Consumer Services,Restaurants
NDSN,Nordson Corporation,107.42,$6.14B,n/a,Capital Goods,Industrial Machinery/Components
NSYS,Nortech Systems Incorporated,3.88,$10.66M,n/a,Capital Goods,Industrial Machinery/Components
NBN,Northeast Bancorp,11.15,$98.47M,n/a,Finance,Major Banks
NTIC,Northern Technologies International Corporation,13.25,$60.12M,n/a,Capital Goods,Industrial Specialties
NTRS,Northern Trust Corporation,81.5,$18.45B,n/a,Finance,Major Banks
NTRSP,Northern Trust Corporation,26.1728,$418.76M,n/a,Finance,Major Banks
NFBK,"Northfield Bancorp, Inc.",18.3,$884.49M,n/a,Finance,Savings Institutions
NRIM,Northrim BanCorp Inc,28.35,$195.56M,n/a,Finance,Savings Institutions
NWBI,"Northwest Bancshares, Inc.",17.96,$1.82B,2009,Finance,Major Banks
NWBO,"Northwest Biotherapeutics, Inc.",0.559,$69.14M,2012,Health Care,Major Pharmaceuticals
NWBOW,"Northwest Biotherapeutics, Inc.",0.27,n/a,n/a,Health Care,Major Pharmaceuticals
NWPX,Northwest Pipe Company,16.83,$161.59M,1995,Basic Industries,Steel/Iron Ore
NCLH,Norwegian Cruise Line Holdings Ltd.,39.83,$9.05B,2013,Consumer Services,Marine Transportation
NWFL,Norwood Financial Corp.,30.1,$124.18M,n/a,Finance,Major Banks
NVFY,"Nova Lifestyle, Inc",2.61,$69.48M,n/a,Consumer Durables,Home Furnishings
NVMI,Nova Measuring Instruments Ltd.,12.39,$335.69M,2000,Capital Goods,Electronic Components
NVDQ,Novadaq Technologies Inc,8.35,$479.63M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NOVN,"Novan, Inc.",21.49,$342.52M,2016,Health Care,Major Pharmaceuticals
NOVT,Novanta Inc.,19.1,$657.87M,n/a,Miscellaneous,Industrial Machinery/Components
NVAX,"Novavax, Inc.",1.31,$355.33M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVCR,NovoCure Limited,9.35,$811.4M,2015,Health Care,Medical/Dental Instruments
NVGN,Novogen Limited,1.7,$32.84M,n/a,Health Care,Major Pharmaceuticals
NUAN,"Nuance Communications, Inc.",15.55,$4.35B,n/a,Technology,Computer Software: Prepackaged Software
NMRX,Numerex Corp.,7.77,$152.16M,n/a,Consumer Durables,Telecommunications Equipment
NTNX,"Nutanix, Inc.",31.2,$4.28B,2016,Technology,Computer Software: Prepackaged Software
NUTR,Nutraceutical International Corporation,29,$267.24M,1998,Consumer Durables,Specialty Chemicals
NTRI,NutriSystem Inc,35.95,$1.06B,n/a,Consumer Services,Catalog/Specialty Distribution
NUVA,"NuVasive, Inc.",64.2,$3.23B,2004,Health Care,Medical/Dental Instruments
NVTR,Nuvectra Corporation,5.48,$56.49M,n/a,Health Care,Medical/Dental Instruments
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,18.8,$687.41M,n/a,n/a,n/a
NVEE,"NV5 Global, Inc.",34.95,$363.31M,2013,Consumer Services,Other Consumer Services
NVEC,NVE Corporation,64.52,$312.02M,n/a,Technology,Semiconductors
NVDA,NVIDIA Corporation,92.39,$49.43B,1999,Technology,Semiconductors
NXPI,NXP Semiconductors N.V.,98.06,$32.7B,2010,Technology,Semiconductors
NXTM,"NxStage Medical, Inc.",26.14,$1.69B,2005,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NXTD,NXT-ID Inc.,3.89,$2.54M,n/a,Consumer Services,Diversified Commercial Services
NXTDW,NXT-ID Inc.,0.332,n/a,n/a,Consumer Services,Diversified Commercial Services
NYMX,Nymox Pharmaceutical Corporation,2.98,$142.67M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OIIM,O2Micro International Limited,2.07,$52.98M,n/a,Technology,Semiconductors
OVLY,Oak Valley Bancorp (CA),11.52,$93.21M,n/a,Finance,Major Banks
OASM,Oasmia Pharmaceutical AB,2.9599,$105.78M,2015,Health Care,Major Pharmaceuticals
OBLN,"Obalon Therapeutics, Inc.",11.45,$192.05M,2016,Health Care,Medical/Dental Instruments
OBCI,"Ocean Bio-Chem, Inc.",3.56,$32.56M,n/a,Consumer Durables,Specialty Chemicals
OPTT,"Ocean Power Technologies, Inc.",3.24,$10.24M,2007,Public Utilities,Electric Utilities: Central
ORIG,Ocean Rig UDW Inc.,1.42,$228.46M,n/a,Energy,Oil & Gas Production
OSHC,Ocean Shore Holding Co.,26.55,$173.17M,n/a,Finance,Savings Institutions
OCFC,OceanFirst Financial Corp.,23.09,$596.89M,n/a,Finance,Savings Institutions
OCRX,"Ocera Therapeutics, Inc.",2.3,$53.23M,2011,Health Care,Major Pharmaceuticals
OCLR,"Oclaro, Inc.",9.45,$1.57B,n/a,Technology,Semiconductors
OFED,Oconee Federal Financial Corp.,22.925,$133.04M,2011,Finance,Savings Institutions
OCUL,"Ocular Therapeutix, Inc.",9.64,$239.84M,2014,Health Care,Major Pharmaceuticals
OCLS,"Oculus Innovative Sciences, Inc.",4.95,$20.82M,2007,Health Care,Major Pharmaceuticals
