Ticker,Exchange,Country
CIMDF,PNK,USA
MOAR3F.SA,SAO,Brazil
1333-OL.HK,HKG,Hong Kong
VQKA.DE,GER,Germany
IHSXF,PNK,USA
PGND,NYQ,USA
TGR.V,VAN,Canada
WTW,NYQ,USA
HTCTF,PNK,USA
KA7.F,FRA,Germany
GLQ,ASE,USA
SZ5.DU,DUS,Germany
TCRZ,NYQ,USA
JBCHEPHARM6.BO,BSE,India
03053X.TW,TAI,Taiwan
4XN.F,FRA,Germany
JMFINANCIL6.BO,BSE,India
GMED,NYQ,USA
EUKYO.IS,IST,Turkey
JOX.BE,BER,Germany
0NP.F,FRA,Germany
QRTXF,PNK,USA
WAF.F,FRA,Germany
TLW.L,LSE,UK
IVPG.L,LSE,UK
AVX,NYQ,USA
FLMCQ,PNK,USA
CBOM.ME,MCX,India
JEN.MU,MUN,Germany
KGBLF,PNK,USA
NYCB-PU,NYQ,USA
YOO.V,VAN,Canada
ICA.ST,STO,Sweden
AMPD,PNK,USA
WHLM,NCM,Australia
CFG,NYQ,USA
BLVDU,NCM,Australia
DIK.BE,BER,Germany
ESNT.L,LSE,UK
WLOL,PNK,USA
YCU.F,FRA,Germany
VEND,OBB,USA
FCCY,NGM,Sweden
EOLU-B.ST,STO,Sweden
JUVE.MI,MIL,Italy
VIVT3.SA,SAO,Brazil
SESF.EX,EUX,Germany
HKBT,PNK,USA
TANO,NYQ,USA
KPO.SG,STU,Germany
2JC.F,FRA,Germany
5FX.SI,SES,Singapore
ZNRGF,PNK,USA
CGRT,PNK,USA
MDT.DE,GER,Germany
ATP.TO,TOR,Canada
KCDMF,PNK,USA
ABN.AS,AMS,Netherlands
MEDINOV.BO,BSE,India
03016X.TW,TAI,Taiwan
RNL.HM,HAM,Germany
BBVA.MX,MEX,Mexico
TXN.SW,EBS,Austria
OTIC,NMS,USA
NPY.F,FRA,Germany
LGCLF,PNK,USA
5HV.SI,SES,Singapore
WSSRF,PNK,USA
WHGRF,PNK,USA
QNBC,PNK,USA
EMCI,NMS,USA
LINK,PNK,USA
9802.TW,TAI,Taiwan
EXPR,NYQ,USA
VALE5.SA,SAO,Brazil
TLSYY,PNK,USA
R4E.BE,BER,Germany
AG4.MU,MUN,Germany
GRO.V,VAN,Canada
WIPRO4.BO,BSE,India
NODB,OBB,USA
MHM,ASE,USA
VLOX.L,LSE,UK
SGAMY,PNK,USA
XCD.SG,STU,Germany
Z.TO,TOR,Canada
WHBRADY.BO,BSE,India
TPX-A.TO,TOR,Canada
RKGXF,PNK,USA
OWW1.MU,MUN,Germany
ONVRF,PNK,USA
INTU,NMS,USA
YIJ.BE,BER,Germany
NWE,NYQ,USA
APC,NYQ,USA
0SGA.F,FRA,Germany
7BF.MU,MUN,Germany
KCY.BE,BER,Germany
RXEEY,PNK,USA
IVFZF,PNK,USA
HHI.MU,MUN,Germany
APVS,PNK,USA
CUII,OBB,USA
CBX,NYQ,USA
LQMT,OBB,USA
NVM.V,VAN,Canada
OOGI,PNK,USA
DPWW,OBB,USA
NRTNF,PNK,USA
JRI,NYQ,USA
BRE.TO,TOR,Canada
SQU.DE,GER,Germany
XXCDB,PNK,USA
JSEJF,PNK,USA
3276.TWO,TWO,Taiwan
RUBSF,PNK,USA
AEL,NYQ,USA
NSLP,PNK,USA
DPZ,NYQ,USA
QA4A.SG,STU,Germany
5490.TWO,TWO,Taiwan
CXEE,OBB,USA
QMN.AX,ASX,Australia
DIV.TO,TOR,Canada
BKJAY,PNK,USA
KYN-PE,NYQ,USA
024800.KQ,KOE,South Korea
FAC,NYQ,USA
6134.TWO,TWO,Taiwan
UA.MX,MEX,Mexico
4927.TW,TAI,Taiwan
PPC,NMS,USA
KMT.V,VAN,Canada
PSUN,NMS,USA
SEOTF,PNK,USA
UAV.V,VAN,Canada
TAO.TO,TOR,Canada
NHO.AX,ASX,Australia
717183.TWO,TWO,Taiwan
KAT.TO,TOR,Canada
3PW.BE,BER,Germany
2SO.MU,MUN,Germany
NWDVW,PNK,USA
XE.V,VAN,Canada
EDSFF,PNK,USA
ESE,NYQ,USA
1B9.MU,MUN,Germany
BKFG,PNK,USA
PZE,NYQ,USA
QTS,NYQ,USA
YMT1.L,LSE,UK
INN-UN.TO,TOR,Canada
SMACU,NCM,Australia
D1U.BE,BER,Germany
031554.TW,TAI,Taiwan
RMSL,PNK,USA
WMH.L,LSE,UK
IRC-PB,NYQ,USA
WWEXD,PNK,USA
ERGO,PNK,USA
GLAF.L,LSE,UK
LMOS,NMS,USA
NAR.L,LSE,UK
MYRX,PNK,USA
TAIT,NCM,Australia
DWHT.L,LSE,UK
AED,NYQ,USA
SOFF.OL,OSL,Norway
PTTWF,PNK,USA
TRYLF,PNK,USA
PCBK,NMS,USA
LNZNF,PNK,USA
YD-Z5-98-11.AX,ASX,Australia
W-UN.TO,TOR,Canada
CPGI,NCM,Australia
ON7.SI,SES,Singapore
JBLU,NMS,USA
OXYS,PNK,USA
VER.L,LSE,UK
X0M.DU,DUS,Germany
AVLY,PNK,USA
SQS.L,LSE,UK
NSP,NYQ,USA
QDEL,NMS,USA
ACBI,NMS,USA
CAF.MC,MCE,Spain
CIGI,NMS,USA
KAZ.L,LSE,UK
TTR.L,LSE,UK
EFS3.MU,MUN,Germany
STRLKAL.BO,BSE,India
IMKG,PNK,USA
MCAP,PNK,USA
SWASTIVI.BO,BSE,India
SLR.MC,MCE,Spain
005090.KS,KSC,Korea
ZSNEHCON.BO,BSE,India
YM9A.F,FRA,Germany
NOK1V.HE,HEL,Finland
ISHC,PNK,USA
HDFCBANK.BO,BSE,India
7ES.BE,BER,Germany
MCK,NYQ,USA
PMBC,NMS,USA
3441.TWO,TWO,Taiwan
OPRE3BF.SA,SAO,Brazil
CTRPN.MX,MEX,Mexico
ZNDX,PNK,USA
104200.KQ,KOE,South Korea
RLE.L,LSE,UK
COF,NYQ,USA
010660.KS,KSC,Korea
ISEYF,PNK,USA
ORMP,NCM,Australia
PWURF,PNK,USA
FSTR,NMS,USA
VMTG,PNK,USA
KRKN.ME,MCX,India
XS3A.BE,BER,Germany
RANKF,PNK,USA
H2K1.F,FRA,Germany
718123.TWO,TWO,Taiwan
CBM,NYQ,USA
0058@OM.KL,KLS,Malaysia
WGN.F,FRA,Germany
YXOXF,PNK,USA
KHOLF,PNK,USA
DIFTY,PNK,USA
WF5A.BE,BER,Germany
GURE,NMS,USA
DJIFF,PNK,USA
DDC,NYQ,USA
TOU.TO,TOR,Canada
MSF.DU,DUS,Germany
LNNGY,PNK,USA
078930.KS,KSC,Korea
XC01.MU,MUN,Germany
ERC,ASE,USA
DBOEY,PNK,USA
SNGYO.IS,IST,Turkey
TEGY,PNK,USA
H73.SI,SES,Singapore
WBC,NYQ,USA
FOLD,NGM,Sweden
KIAT.BK,SET,Thailand
WCH.HA,HAN,Germany
GBCS,PNK,USA
8378-OL.HK,HKG,Hong Kong
SAR,NYQ,USA
PLNR,NGM,Sweden
KMP.TO,TOR,Canada
HYMLF,PNK,USA
PUPKF,PNK,USA
MYOK,NMS,USA
WALG.L,LSE,UK
3085.HK,HKG,Hong Kong
PALDF,PNK,USA
NSUPF,PNK,USA
NRDC.CO,CPH,Denmark
5222.KL,KLS,Malaysia
PLO.MU,MUN,Germany
PJP.F,FRA,Germany
TMAK,PNK,USA
ANCA.MU,MUN,Germany
MNW.TO,TOR,Canada
XRXB34.SA,SAO,Brazil
WT-H.V,VAN,Canada
ZO1F.EX,EUX,Germany
GS.TO,TOR,Canada
FOTB,PNK,USA
QRNKOZ-A,ASX,Australia
DVDCF,PNK,USA
HFFC,NGM,Sweden
0005.HK,HKG,Hong Kong
INM.V,VAN,Canada
037440.KQ,KOE,South Korea
YNGFF,PNK,USA
AMPH,NMS,USA
134790.KS,KSC,Korea
FWM,NGM,Sweden
0165.KL,KLS,Malaysia
XB6.F,FRA,Germany
192400.KS,KSC,Korea
YEC.MU,MUN,Germany
EAPH,PNK,USA
HMSY,NMS,USA
XMEX,PNK,USA
QFI.BE,BER,Germany
CBFV,NGM,Sweden
FTP.TO,TOR,Canada
XCI.BE,BER,Germany
DPMAF,PNK,USA
YO.V,VAN,Canada
BS6.SI,SES,Singapore
TGH,NYQ,USA
VLX1.MU,MUN,Germany
WTL.NZ,NZE,New Zealand
P4W.F,FRA,Germany
XPPLF,PNK,USA
FP3.DU,DUS,Germany
XBOV11.SA,SAO,Brazil
TDGCF,PNK,USA
ZMTBF,PNK,USA
9BE.BE,BER,Germany
ZHEXF,PNK,USA
SAR.L,LSE,UK
PLPM,NCM,Australia
9961.TWO,TWO,Taiwan
LTGHY,PNK,USA
VOQP,PNK,USA
YUEIF,PNK,USA
MJP.F,FRA,Germany
002350.KS,KSC,Korea
ORI1.SG,STU,Germany
QCI.HA,HAN,Germany
DOM.CR,CCS,Venezuela
LMG.V,VAN,Canada
INGA.BR,BRU,Belgium
3152.TWO,TWO,Taiwan
GAINN,NMS,USA
CNJ.MU,MUN,Germany
VIZ.F,FRA,Germany
FIND,PNK,USA
RVUE,PNK,USA
7KT.DE,GER,Germany
PATY.BA,BUE,Argentina
NKZB.BE,BER,Germany
SRT.DE,GER,Germany
VWS.SW,EBS,Austria
NPBC,NMS,USA
TTW.AX,ASX,Australia
POM,NYQ,USA
SCBFF,PNK,USA
JHC.AX,ASX,Australia
YVI.MI,MIL,Italy
TPL.TO,TOR,Canada
FNSI,PNK,USA
FIBR3.SA,SAO,Brazil
JASO,NMS,USA
7PY.F,FRA,Germany
FLRY3F.SA,SAO,Brazil
AFGH,NYQ,USA
CBEE3F.SA,SAO,Brazil
SOW.DE,GER,Germany
ONCE,NMS,USA
AGRO.BA,BUE,Argentina
WLSE,PNK,USA
LNVGF,PNK,USA
8ZZ.F,FRA,Germany
XUN.BE,BER,Germany
NFU.MU,MUN,Germany
BRL.AX,ASX,Australia
0532.HK,HKG,Hong Kong
FLK.AX,ASX,Australia
060540.KQ,KOE,South Korea
WOWO,NGM,Sweden
FQM.L,LSE,UK
WTG.ST,STO,Sweden
FET,NYQ,USA
AXIO,PNK,USA
TOH.F,FRA,Germany
KDR.V,VAN,Canada
AMBA,NMS,USA
MSADF,PNK,USA
FNBC,NMS,USA
CCL-B.TO,TOR,Canada
JSLG-DEB63B0.SA,SAO,Brazil
ACAR,PNK,USA
V33.DU,DUS,Germany
RLF.BE,BER,Germany
YTMF03.AX,ASX,Australia
0002.HK,HKG,Hong Kong
JGPK,PNK,USA
6ZA.BE,BER,Germany
DB,NYQ,USA
WIB.MU,MUN,Germany
BTCS,PNK,USA
GCH,NYQ,USA
NCXS,PNK,USA
OFW.AX,ASX,Australia
RDHL,NCM,Australia
UQ.V,VAN,Canada
RCI.L,LSE,UK
XM8.BE,BER,Germany
ZFR.V,VAN,Canada
WUW.SG,STU,Germany
CJR-B.TO,TOR,Canada
DEN.TO,TOR,Canada
PRAH,NMS,USA
4LC.BE,BER,Germany
W5C.F,FRA,Germany
F5B.BE,BER,Germany
QVCA,NMS,USA
LMIF.L,LSE,UK
CEXE,PNK,USA
025620.KS,KSC,Korea
PAH3.HA,HAN,Germany
MGP.V,VAN,Canada
TYOYF,PNK,USA
AMXL.MX,MEX,Mexico
VOS.SW,EBS,Austria
NFSHF,PNK,USA
3VMB.F,FRA,Germany
SIELF,PNK,USA
IFCZF,PNK,USA
HGLG11.SA,SAO,Brazil
DTEGY,PNK,USA
BOMOXY-B1.BO,BSE,India
LALAB.MX,MEX,Mexico
GOV380.NZ,NZE,New Zealand
511930.SS,SHH,Australia
VCBC,PNK,USA
CU.TO,TOR,Canada
ZGLDF,PNK,USA
TROVW,NCM,Australia
JCE,NYQ,USA
CAH-UN.TO,TOR,Canada
ETCC,PNK,USA
721783.TWO,TWO,Taiwan
BFK,NYQ,USA
INZ,NYQ,USA
PFX,NYQ,USA
ZSHERAPR.BO,BSE,India
EPOR,PNK,USA
LHCG,NMS,USA
RWH.AX,ASX,Australia
ITRI,NMS,USA
AAN,NYQ,USA
WWS.F,FRA,Germany
PRYMF,PNK,USA
GBOOY,PNK,USA
MTS1.MU,MUN,Germany
RAK.NZ,NZE,New Zealand
SAF.PA,PAR,France
ABD.L,LSE,UK
ORWHF,PNK,USA
WTVP-CRI11B0.SA,SAO,Brazil
YNA1.BE,BER,Germany
LBSV,PNK,USA
OIRX6.BA,BUE,Argentina
ZL3.F,FRA,Germany
IXA.BE,BER,Germany
STWD,NYQ,USA
HHILF,PNK,USA
KRXBF,PNK,USA
VPK5.MU,MUN,Germany
CNN1.F,FRA,Germany
TDG.TO,TOR,Canada
NSYS,NCM,Australia
CMH.TO,TOR,Canada
GLGLF,PNK,USA
QRX.AX,ASX,Australia
SIEGY.BA,BUE,Argentina
GROW,NCM,Australia
CLE.MI,MIL,Italy
8242-OL.HK,HKG,Hong Kong
QJQ.MU,MUN,Germany
DSKX,NCM,Australia
TXL.TO,TOR,Canada
PTOS,PNK,USA
CHRS,NGM,Sweden
OCY.OL,OSL,Norway
VFL.A,ASE,USA
4804.TWO,TWO,Taiwan
6505@BN.KL,KLS,Malaysia
MLVOP.PA,PAR,France
VVJSF,PNK,USA
3331.HK,HKG,Hong Kong
KPHOL.IS,IST,Turkey
JPST,PNK,USA
05M.F,FRA,Germany
3RBB.SG,STU,Germany
4999.TW,TAI,Taiwan
NTR.SG,STU,Germany
OSR.BE,BER,Germany
VISN,NMS,USA
2331.HK,HKG,Hong Kong
NVY.V,VAN,Canada
JHAGCOP.BO,BSE,India
MR8.SI,SES,Singapore
069510.KQ,KOE,South Korea
4720.TWO,TWO,Taiwan
TMP,ASE,USA
SCSC,NMS,USA
IBSA.L,LSE,UK
NMNBD,PNK,USA
YTS.BE,BER,Germany
CNCON.MX,MEX,Mexico
JVTSF,PNK,USA
MIU.F,FRA,Germany
SBUX,NMS,USA
LDRXF,PNK,USA
MTSN,NMS,USA
JP2.F,FRA,Germany
TLGO.MC,MCE,Spain
CRQDF,PNK,USA
OA,NYQ,USA
SMZ1.F,FRA,Germany
LBY,ASE,USA
TMPL.L,LSE,UK
TQC.MU,MUN,Germany
X1H.SG,STU,Germany
NLY-PA,NYQ,USA
717680.TWO,TWO,Taiwan
RCS,NYQ,USA
NOAA.BE,BER,Germany
QRM.L,LSE,UK
DHI,NYQ,USA
ASC,NYQ,USA
0097.KL,KLS,Malaysia
PMX,NYQ,USA
JE.L,LSE,UK
UFLX-B.ST,STO,Sweden
CTUY,PNK,USA
NPS.TO,TOR,Canada
0JUA.BE,BER,Germany
JRIIIL.BO,BSE,India
EHMEF,PNK,USA
FKYS,OBB,USA
UNVR.JK,JKT,Indonesia
X,NYQ,USA
QIW.BE,BER,Germany
31Y.HM,HAM,Germany
BUKS,PNK,USA
WMT.V,VAN,Canada
ESTR.BA,BUE,Argentina
LEU,ASE,USA
PHOT,PNK,USA
UG8K.F,FRA,Germany
0121.HK,HKG,Hong Kong
TPGRF,PNK,USA
721784.TWO,TWO,Taiwan
ASMB,NCM,Australia
721949.TWO,TWO,Taiwan
MHFI,NYQ,USA
001430.KS,KSC,Korea
GKOS,NYQ,USA
EFF,NYQ,USA
PMI.SW,EBS,Austria
STG.L,LSE,UK
LGCYP,NMS,USA
JEYPORE.NS,NSI,India
EXD,NYQ,USA
J0O.SI,SES,Singapore
ROKR,PNK,USA
ODMUF,PNK,USA
AMSU,PNK,USA
TJY.HM,HAM,Germany
BCLYF,PNK,USA
0565.HK,HKG,Hong Kong
HPF,NYQ,USA
SRFT.TA,TLV,Israel
1039.HK,HKG,Hong Kong
GPX,NYQ,USA
FXL.AX,ASX,Australia
TOUR,NGM,Sweden
NEL.OL,OSL,Norway
IJU.BE,BER,Germany
ATAI,NGM,Sweden
RNER,PNK,USA
7KJ.F,FRA,Germany
UBI.AX,ASX,Australia
GOMO,NGM,Sweden
NNIC.F,FRA,Germany
AFC,NYQ,USA
TOA.F,FRA,Germany
CROOF,PNK,USA
FXEN,NMS,USA
RAT.L,LSE,UK
JQMPF,PNK,USA
GVNV.AS,AMS,Netherlands
NURPF,PNK,USA
ZT1A.SG,STU,Germany
522985.SS,SHH,Australia
VNGE,PNK,USA
RRENF,PNK,USA
ANXGF,PNK,USA
OMER,NGM,Sweden
HNTHF,PNK,USA
SMT,NCM,Australia
QPRO.BO,BSE,India
1360.HK,HKG,Hong Kong
4550.TWO,TWO,Taiwan
NXST,NMS,USA
AVSIF,PNK,USA
C2S1.BE,BER,Germany
UAL,NYQ,USA
718512.TWO,TWO,Taiwan
KEFI.L,LSE,UK
4707.KL,KLS,Malaysia
ATHM,NYQ,USA
TZL1.MU,MUN,Germany
H1M.SI,SES,Singapore
1212.HK,HKG,Hong Kong
0531.HK,HKG,Hong Kong
AFFW,OBB,USA
SBS,NYQ,USA
HLTEF,PNK,USA
UTTAMVALUE-EQ.NS,NSI,India
1431.HK,HKG,Hong Kong
YZA.IR,ISE,UK
FCG.NZ,NZE,New Zealand
4XB.F,FRA,Germany
WTE.TO,TOR,Canada
NEO,NCM,Australia
IZN.V,VAN,Canada
ERA.AX,ASX,Australia
FSIC,NYQ,USA
GDSI,PNK,USA
IBTX,NMS,USA
JAIPAN.BO,BSE,India
AOI.TO,TOR,Canada
0330.HK,HKG,Hong Kong
FPRGF,PNK,USA
QB7.BE,BER,Germany
JWG1.DU,DUS,Germany
ORCTE,OBB,USA
FFH.TO,TOR,Canada
SCLN,NMS,USA
WXMN,PNK,USA
LYSDY,PNK,USA
033790.KQ,KOE,South Korea
HCACU,NCM,Australia
VZRTF,PNK,USA
NOX.V,VAN,Canada
WAF.V,VAN,Canada
DSX,NYQ,USA
VER.VI,VIE,Austria
7178@OM.KL,KLS,Malaysia
SIR.AX,ASX,Australia
DEL,NYQ,USA
SCHN,NMS,USA
WGTB,PNK,USA
RATE,NYQ,USA
TYU2.MU,MUN,Germany
KMI-WT,NYQ,USA
RGUS,PNK,USA
CRMT,NMS,USA
UNS.AX,ASX,Australia
SWG.F,FRA,Germany
HURN,NMS,USA
SPD.V,VAN,Canada
KOH.F,FRA,Germany
AVDWF,PNK,USA
KLG.L,LSE,UK
MYE,NYQ,USA
VIINT.CO,CPH,Denmark
EMP-A.TO,TOR,Canada
TYOOF,PNK,USA
RNO.L,LSE,UK
CVM,ASE,USA
0017.HK,HKG,Hong Kong
QC9.MU,MUN,Germany
00637L.TW,TAI,Taiwan
PSI.TO,TOR,Canada
GZZ.V,VAN,Canada
8411.TW,TAI,Taiwan
JCS.AX,ASX,Australia
ASTI,NCM,Australia
ECPO,PNK,USA
IMSC,PNK,USA
USFCQ,PNK,USA
NBPE.L,LSE,UK
PDYPF,PNK,USA
XA4.BE,BER,Germany
0477.HK,HKG,Hong Kong
RMGN,NGM,Sweden
ZMA.SG,STU,Germany
CAY.AX,ASX,Australia
NHF.AX,ASX,Australia
CPG.L,LSE,UK
EKSO,OBB,USA
PVDA.F,FRA,Germany
TKOMF,PNK,USA
DO1.DU,DUS,Germany
TRAC,PNK,USA
RDLSF,PNK,USA
NWRLY,PNK,USA
JOONKTOLL.BO,BSE,India
NKOKF,PNK,USA
QFB.BE,BER,Germany
NGCRF,PNK,USA
HITD,PNK,USA
0566.HK,HKG,Hong Kong
TOL,NYQ,USA
ESEA,NCM,Australia
AXS.AS,AMS,Netherlands
VRUNAGR.BO,BSE,India
CRL,NYQ,USA
JEN.SW,EBS,Austria
GHRI,PNK,USA
DBRM,PNK,USA
VVN.V,VAN,Canada
HOVS.BO,BSE,India
QUMMF,PNK,USA
PLT,NYQ,USA
LFEX,PNK,USA
ZEL.NZ,NZE,New Zealand
0215.HK,HKG,Hong Kong
0028.HK,HKG,Hong Kong
MW,NYQ,USA
0581.HK,HKG,Hong Kong
RIGD.IL,IOB,UK
ZEXDONTR.BO,BSE,India
MTLQU,PNK,USA
MPO,NYQ,USA
DANOY,PNK,USA
SDRL,NYQ,USA
PZRIF,PNK,USA
UERLF,PNK,USA
VRSEF,PNK,USA
TPUZ.TA,TLV,Israel
9933.TW,TAI,Taiwan
PWEB,OBB,USA
ABW.AX,ASX,Australia
NUVA,NMS,USA
MLFER.PA,PAR,France
VRNL.PA,PAR,France
RYLHY,PNK,USA
CPSI,NMS,USA
FKV1.IR,ISE,UK
ETX,NYQ,USA
BAMM,NMS,USA
INF.L,LSE,UK
WCMK.HM,HAM,Germany
MKN.V,VAN,Canada
9NI.BE,BER,Germany
TW6.MU,MUN,Germany
JAGMF,PNK,USA
COLM,NMS,USA
RYWHF,PNK,USA
TDF.F,FRA,Germany
PCGR,PNK,USA
RLYP,NMS,USA
DRII,NYQ,USA
ILNS,PNK,USA
PVHO,PNK,USA
KT9.SI,SES,Singapore
HUR.L,LSE,UK
SLED.IL,IOB,UK
WHWRF,PNK,USA
LSLCF,PNK,USA
CMKM,PNK,USA
TRIB,NMS,USA
GULD,OBB,USA
GUDNF,PNK,USA
0335.HK,HKG,Hong Kong
BONY34.SA,SAO,Brazil
JUD.MU,MUN,Germany
DIRI,PNK,USA
IC8.DE,GER,Germany
DWNI.SW,EBS,Austria
PCTZ.L,LSE,UK
SHASF,PNK,USA
CAOX,PNK,USA
R2:VALE3S.SA,SAO,Brazil
OFGIP,PNK,USA
AXGN,NCM,Australia
NBO.F,FRA,Germany
ZSV.BE,BER,Germany
VSTM,NGM,Sweden
SGOO,PNK,USA
CVLC.F,FRA,Germany
1290-OL.HK,HKG,Hong Kong
VPO-H.V,VAN,Canada
TSLA,NMS,USA
JIM.MU,MUN,Germany
EWZ.MU,MUN,Germany
IDXG,NCM,Australia
RTA.AX,ASX,Australia
DHT,NYQ,USA
717217.TWO,TWO,Taiwan
EXAS,NCM,Australia
DSKIF,PNK,USA
TRY.L,LSE,UK
GOV290.NZ,NZE,New Zealand
IPH.PA,PAR,France
46H.SG,STU,Germany
BOSC,NCM,Australia
AGNN.MX,MEX,Mexico
SKHCF,PNK,USA
ORCL,NYQ,USA
3031-OL.HK,HKG,Hong Kong
1998.HK,HKG,Hong Kong
TXX.V,VAN,Canada
2186.KL,KLS,Malaysia
IGC,ASE,USA
MRE.TO,TOR,Canada
JCI.AX,ASX,Australia
DPRX,NCM,Australia
WDO.TO,TOR,Canada
VTT.V,VAN,Canada
1304.TW,TAI,Taiwan
CETX,NCM,Australia
ECL,NYQ,USA
717123.TWO,TWO,Taiwan
COST,NMS,USA
JSLG-DEB62B0.SA,SAO,Brazil
MWG,NYQ,USA
717279.TWO,TWO,Taiwan
YKLTF,PNK,USA
5TP.MU,MUN,Germany
APNHY,PNK,USA
LCGP.JK,JKT,Indonesia
FCSS.L,LSE,UK
DUKE.L,LSE,UK
MPX.BE,BER,Germany
VC8.SG,STU,Germany
IAE,NYQ,USA
ZRVT,PNK,USA
INOXWIND.BO,BSE,India
NAPRF,PNK,USA
CTY1SN0115.HE,HEL,Finland
1KG.F,FRA,Germany
SAFARI.BK,SET,Thailand
YOS.HM,HAM,Germany
JAIBALAJI.BO,BSE,India
ACI,NYQ,USA
ITNM,PNK,USA
4XS.MU,MUN,Germany
O1BC.MU,MUN,Germany
DAP.F,FRA,Germany
ITCC,PNK,USA
COTY34F.SA,SAO,Brazil
REF-UN.TO,TOR,Canada
03021X.TW,TAI,Taiwan
BSE,NYQ,USA
4TR.F,FRA,Germany
ZUC.MI,MIL,Italy
X-RT.V,VAN,Canada
LION,NMS,USA
XAE1.MU,MUN,Germany
QUANTDIA.BO,BSE,India
UHO.BE,BER,Germany
VALUEGFO.MX,MEX,Mexico
NKSJY,PNK,USA
BHRB,PNK,USA
ATRAV.HE,HEL,Finland
1368.KL,KLS,Malaysia
TAOIF,PNK,USA
7BF.BE,BER,Germany
EMYSF,PNK,USA
FLMJF,PNK,USA
0905.HK,HKG,Hong Kong
UMS.F,FRA,Germany
GRD1R.RG,RIS,Latvia
ZKHANDEN.BO,BSE,India
WESTLEIRES.BO,BSE,India
RPPINFRA.NS,NSI,India
NTC.MC,MCE,Spain
NOLA-B.ST,STO,Sweden
CNA,NYQ,USA
GLRI,NCM,Australia
03047X.TW,TAI,Taiwan
6ZY.MU,MUN,Germany
YIN.F,FRA,Germany
IPCM,NMS,USA
Y9L.MU,MUN,Germany
MMY.V,VAN,Canada
TKIAF,PNK,USA
4109.TWO,TWO,Taiwan
6491.KL,KLS,Malaysia
QLT-R.BK,SET,Thailand
SAEXW,PNK,USA
YMO.F,FRA,Germany
PVS-PD.TO,TOR,Canada
WTFC,NMS,USA
3988.HK,HKG,Hong Kong
MH6.DU,DUS,Germany
CXR.TO,TOR,Canada
NFLX34F.SA,SAO,Brazil
IRSA.BA,BUE,Argentina
FATE,NGM,Sweden
ENCR,OBB,USA
6552.TWO,TWO,Taiwan
MYL,NMS,USA
KENS,PNK,USA
BYMOF,PNK,USA
OIL.BO,BSE,India
MNDO,NGM,Sweden
CGRW,PNK,USA
MYCC,NYQ,USA
HAYN,NMS,USA
NZSTF,PNK,USA
WFCL,PNK,USA
NSBK,PNK,USA
OTB.L,LSE,UK
BLKB,NMS,USA
J0Q.SI,SES,Singapore
IAIC,PNK,USA
AD3.MU,MUN,Germany
WACLY,PNK,USA
NSH,NYQ,USA
AFRVF,PNK,USA
TYE.V,VAN,Canada
DRS.L,LSE,UK
OPCO.ST,STO,Sweden
HNA.OL,OSL,Norway
NHL.L,LSE,UK
NRD.F,FRA,Germany
HOME34F.SA,SAO,Brazil
PNE.V,VAN,Canada
AT3.F,FRA,Germany
BNP.PA,PAR,France
ETSVF,PNK,USA
ANTM,NYQ,USA
105740.KQ,KOE,South Korea
O9C.BE,BER,Germany
WFMC,PNK,USA
FDSA.L,LSE,UK
THO.AX,ASX,Australia
SRPT,NMS,USA
ITL.PA,PAR,France
KELLTONTEC.BO,BSE,India
VV.V,VAN,Canada
LIV.BE,BER,Germany
J9R.F,FRA,Germany
VNIL.L,LSE,UK
DSKBF,PNK,USA
HEDYY,PNK,USA
KCBK.QA,DOH,Qatar
MUSA,NYQ,USA
ZEEMEDIA.NS,NSI,India
WSU.MU,MUN,Germany
ATR,NYQ,USA
FORK,NCM,Australia
VEG-H.V,VAN,Canada
AIXA.DE,GER,Germany
TIRTZ,PNK,USA
JOB,ASE,USA
DSM.AS,AMS,Netherlands
VNORP,PNK,USA
VIAD.PA,PAR,France
ADJ.AX,ASX,Australia
DNE.L,LSE,UK
5062.KL,KLS,Malaysia
2XX.F,FRA,Germany
TISDZ,PNK,USA
PNTA,NYQ,USA
LLTHF,PNK,USA
GAZ-UN.V,VAN,Canada
PCAR4.SA,SAO,Brazil
FDEF,NMS,USA
GFN,NGM,Sweden
AJBI,PNK,USA
717462.TWO,TWO,Taiwan
QS6A.F,FRA,Germany
59A.MU,MUN,Germany
YAAA.MU,MUN,Germany
KWR,NYQ,USA
NGM.F,FRA,Germany
DEDI.ST,STO,Sweden
SXY.AX,ASX,Australia
MAT.V,VAN,Canada
NXWA.SG,STU,Germany
0184.HK,HKG,Hong Kong
SOIGF,PNK,USA
72310P.TWO,TWO,Taiwan
VTQ.F,FRA,Germany
UON1.MU,MUN,Germany
XIN.F,FRA,Germany
POAHY,PNK,USA
WGLCO,PNK,USA
PACQF,PNK,USA
HTGY,NYQ,USA
EXN.F,FRA,Germany
MLVES.PA,PAR,France
UZC,NYQ,USA
MESO,NMS,USA
DOCD.AS,AMS,Netherlands
XS4.MU,MUN,Germany
1051.HK,HKG,Hong Kong
SURDF,PNK,USA
DGR.AX,ASX,Australia
PADAMCO.BO,BSE,India
OMGB,OBB,USA
BYBK,NCM,Australia
MJ8.SG,STU,Germany
BCE-PY.TO,TOR,Canada
AZZ,NYQ,USA
SLHGF,PNK,USA
EQTL3.SA,SAO,Brazil
ZEL.F,FRA,Germany
FNSR,NMS,USA
NEOS,NGM,Sweden
KUYASR.IS,IST,Turkey
0UB.BE,BER,Germany
SZU.DE,GER,Germany
